Levelling Depth,Mean Roughness,Profile Depth,Profile Mean,RMS Roughness,Valley Depth,Z,file,Traversal,X
0.000136608496844,2.7919813492819715e-05,0.000228670555126,-0.011007187565926,3.5505491426062976e-05,9.20620582816785e-05,0.032692307692307,xy_gf_v_XTrav,XTrav,
9.978422104369064e-05,2.7367527482287894e-05,0.00021495553346600002,-0.011013187192934001,3.487151739224525e-05,0.00011517131242200001,0.033461538461538,xy_gf_v_XTrav,XTrav,
7.939623164161802e-05,2.804974991593904e-05,0.00021258471812400003,-0.011002554225643,3.6513491534385474e-05,0.000133188486483,0.034230769230769,xy_gf_v_XTrav,XTrav,
9.191326702568184e-05,2.5671829646323872e-05,0.00020118486124100002,-0.011011220715420001,3.3018814176471815e-05,0.000109271594215,0.035,xy_gf_v_XTrav,XTrav,
5.8762529256416875e-05,2.2139293636434963e-05,0.000156660457298,-0.010974098793501,2.8127399464445843e-05,9.789792804223812e-05,0.005,xy_gf_v05_XTrav,XTrav,
6.494150507916145e-05,2.3600781597278372e-05,0.000149025696816,-0.010972799809167,2.947577296039632e-05,8.408419173752507e-05,0.00576923076923,xy_gf_v05_XTrav,XTrav,
8.038587996570848e-05,2.28430490110516e-05,0.000173471132361,-0.010978111403877,2.9193270552017306e-05,9.308525239555902e-05,0.006538461538461,xy_gf_v05_XTrav,XTrav,
6.846785291133618e-05,2.7174235854161682e-05,0.00017791010846000002,-0.010976970435443,3.355659536264603e-05,0.00010944225554900001,0.0073076923076920005,xy_gf_v05_XTrav,XTrav,
7.06291648311895e-05,2.303769106736557e-05,0.00014473847548800002,-0.010979946318143,2.9348697287129923e-05,7.41093106570983e-05,0.008076923076923,xy_gf_v05_XTrav,XTrav,
7.373188155656261e-05,2.6220809448201063e-05,0.000167214736949,-0.010978032868509001,3.2859779160070066e-05,9.348285539342341e-05,0.008846153846153,xy_gf_v05_XTrav,XTrav,
6.099025259665054e-05,2.8115351327406482e-05,0.000171843335366,-0.010979796701811002,3.3923845250033784e-05,0.000110853082769,0.009615384615384,xy_gf_v05_XTrav,XTrav,
6.952381302363643e-05,2.2683455192763863e-05,0.000142357955547,-0.010975987171794,2.7577210551190612e-05,7.283414252362043e-05,0.010384615384615001,xy_gf_v05_XTrav,XTrav,
8.739373324338946e-05,2.9479649985233005e-05,0.000263956818112,-0.010980812339333,3.706203120712855e-05,0.000176563084869,0.011153846153846,xy_gf_v05_XTrav,XTrav,
8.071405051420302e-05,2.8603214380863736e-05,0.000184879677542,-0.010988517805185,3.513017924814209e-05,0.00010416562702800001,0.011923076923076,xy_gf_v05_XTrav,XTrav,
8.972185163111727e-05,2.822810438220119e-05,0.000197647968302,-0.010977350275086001,3.518180360038973e-05,0.000107926116671,0.012692307692307002,xy_gf_v05_XTrav,XTrav,
9.109320371886166e-05,2.7057733935679503e-05,0.000194249623886,-0.01098168077215,3.3828628510174896e-05,0.000103156420167,0.013461538461538,xy_gf_v05_XTrav,XTrav,
6.398863605853143e-05,2.694618828606272e-05,0.00016963464415400002,-0.010973755421597,3.285808298016813e-05,0.00010564600809500001,0.014230769230769002,xy_gf_v05_XTrav,XTrav,
8.94345615609117e-05,2.6580021174395665e-05,0.00019958940428,-0.010985292609363002,3.1992910050344966e-05,0.00011015484271900001,0.015000000000000001,xy_gf_v05_XTrav,XTrav,
7.482379654742861e-05,2.802658528313213e-05,0.00018851025675700002,-0.010976806272984,3.420909516391511e-05,0.00011368646021000001,0.01576923076923,xy_gf_v05_XTrav,XTrav,
0.00010299818450100001,2.493385170958999e-05,0.00020224327456400002,-0.010987314728187,3.1716895915764596e-05,9.924509006347706e-05,0.016538461538461002,xy_gf_v05_XTrav,XTrav,
8.450451492109448e-05,2.878681765754556e-05,0.000257064712617,-0.010977207319366002,3.6499778405927766e-05,0.000172560197695,0.017307692307692,xy_gf_v05_XTrav,XTrav,
7.013800944788777e-05,2.5156357608334303e-05,0.000146840262219,-0.010984286079548001,3.0610425417978006e-05,7.670225277189163e-05,0.018076923076923,xy_gf_v05_XTrav,XTrav,
0.00010978274598900001,2.5535889471486633e-05,0.00022024312294200002,-0.010982844011180002,3.3621397829089904e-05,0.000110460376953,0.018846153846153003,xy_gf_v05_XTrav,XTrav,
6.865667253400967e-05,2.6713735411090335e-05,0.00016971108974300002,-0.010983386603402001,3.2080329954826114e-05,0.00010105441720900001,0.019615384615384,xy_gf_v05_XTrav,XTrav,
7.196559782932446e-05,2.397490788342264e-05,0.000174483303493,-0.010984153123308001,3.0489269373450045e-05,0.000102517705663,0.020384615384615,xy_gf_v05_XTrav,XTrav,
6.631696037408959e-05,2.628648619682947e-05,0.000165337670551,-0.010978384512473,3.259091992853172e-05,9.902071017704739e-05,0.021153846153846002,xy_gf_v05_XTrav,XTrav,
0.000132150893096,3.139240273913404e-05,0.00031944979623400004,-0.010984601741881001,4.1226057191603634e-05,0.00018729890313700002,0.021923076923076,xy_gf_v05_XTrav,XTrav,
8.8055529762451e-05,2.727722018105041e-05,0.00023147609043800002,-0.010988334914427,3.4468630868198254e-05,0.000143420560675,0.022692307692307002,xy_gf_v05_XTrav,XTrav,
9.94733764045734e-05,3.123352990995831e-05,0.00019965444680900002,-0.01098394141022,3.88228373451338e-05,0.00010018107040400001,0.023461538461538003,xy_gf_v05_XTrav,XTrav,
6.159062745469956e-05,2.4416806920897703e-05,0.000153253006199,-0.010978693065828,2.997372248990499e-05,9.1662378745163e-05,0.024230769230769,xy_gf_v05_XTrav,XTrav,
7.00414851393088e-05,2.7154805535365914e-05,0.000233503083405,-0.010979337061225001,3.4247783242338364e-05,0.00016346159826600003,0.025,xy_gf_v05_XTrav,XTrav,
9.21886204839715e-05,2.6046793392189065e-05,0.00019483841259000003,-0.010981979826256,3.306869407609364e-05,0.00010264979210600001,0.025769230769230003,xy_gf_v05_XTrav,XTrav,
8.345985582183454e-05,2.7082212113424033e-05,0.00016282830203,-0.010985996725289,3.38644284840491e-05,7.936844620888042e-05,0.026538461538461,xy_gf_v05_XTrav,XTrav,
9.439402337217685e-05,2.842440962519516e-05,0.00022417450046200002,-0.010983290629901001,3.534247773529162e-05,0.00012978047709000001,0.027307692307692002,xy_gf_v05_XTrav,XTrav,
9.6466430009717e-05,2.7339895201255782e-05,0.000187890194207,-0.010977463035495,3.48430939934085e-05,9.142376419771574e-05,0.028076923076923003,xy_gf_v05_XTrav,XTrav,
8.923646699454496e-05,2.7200361091384194e-05,0.00015582492525300002,-0.010980246666252,3.281813111911802e-05,6.658845825869252e-05,0.028846153846153,xy_gf_v05_XTrav,XTrav,
0.000114174550715,2.9014710939376963e-05,0.000208509657426,-0.010984567699362001,3.588949709885069e-05,9.433510671106975e-05,0.029615384615384002,xy_gf_v05_XTrav,XTrav,
9.406575417953909e-05,2.669240989479543e-05,0.00022880700987,-0.010993354875104,3.4528098517787134e-05,0.00013474125569100002,0.030384615384615003,xy_gf_v05_XTrav,XTrav,
6.779696448319487e-05,2.7982999800666703e-05,0.000171254499213,-0.010986276631157001,3.4470847948770234e-05,0.00010345753473000001,0.031153846153846,xy_gf_v05_XTrav,XTrav,
9.230966971596721e-05,2.6718411905019452e-05,0.00027923963094000004,-0.010987843092834002,3.4821237964723695e-05,0.000186929961224,0.031923076923076,xy_gf_v05_XTrav,XTrav,
9.359343902545088e-05,2.5528743635144294e-05,0.00020306992757,-0.010973528440281,3.331254569290477e-05,0.00010947648854500001,0.032692307692307,xy_gf_v05_XTrav,XTrav,
8.220975698883942e-05,2.4261171677820862e-05,0.00015828770311900002,-0.010986761787276,3.074780603623907e-05,7.607794613092961e-05,0.033461538461538,xy_gf_v05_XTrav,XTrav,
7.616887443146968e-05,2.3760369441153755e-05,0.000168896640239,-0.010976373999051001,2.9837289913200315e-05,9.272776580790398e-05,0.034230769230769,xy_gf_v05_XTrav,XTrav,
6.719146046155548e-05,2.5449335734080412e-05,0.000174295391943,-0.010977666830982,3.2409974629575824e-05,0.000107103931481,0.035,xy_gf_v05_XTrav,XTrav,
9.56719242744472e-05,2.7570378155521625e-05,0.00021635263483000001,-0.0109549142771,3.4867605147230635e-05,0.00012068071055500001,0.005,xy_gf_v025_XTrav,XTrav,
9.437810412523535e-05,2.7466578481777943e-05,0.000194898859065,-0.010955217563216001,3.5087929698707774e-05,0.00010052075494,0.00576923076923,xy_gf_v025_XTrav,XTrav,
0.00010467029928400001,2.659376513369197e-05,0.00021317088545600002,-0.010967169459068001,3.381113851038179e-05,0.00010850058617200001,0.006538461538461,xy_gf_v025_XTrav,XTrav,
0.00010357043871200001,3.0245334804574692e-05,0.000289840046216,-0.010963283915830001,3.817285518092987e-05,0.000186269607503,0.0073076923076920005,xy_gf_v025_XTrav,XTrav,
7.771929411281783e-05,2.837184074301018e-05,0.00018616831655500002,-0.010960952825023,3.6069224823205506e-05,0.000108449022442,0.008076923076923,xy_gf_v025_XTrav,XTrav,
7.01322917902817e-05,2.581514317057008e-05,0.00015532589604300002,-0.010957722394772001,3.188192604157076e-05,8.519360425295575e-05,0.008846153846153,xy_gf_v025_XTrav,XTrav,
9.748144645744217e-05,2.7159460590031232e-05,0.000227399098089,-0.010956179504455,3.493838928647214e-05,0.000129917651632,0.009615384615384,xy_gf_v025_XTrav,XTrav,
7.723728868436719e-05,2.8203384865563844e-05,0.000228536138043,-0.010960942388009001,3.436057487283784e-05,0.00015129884935800002,0.010384615384615001,xy_gf_v025_XTrav,XTrav,
0.00010078613712300001,3.079412937412827e-05,0.00024942107747400003,-0.010956507768861002,3.8924466835577684e-05,0.000148634940351,0.011153846153846,xy_gf_v025_XTrav,XTrav,
0.00010146486729300001,2.6865212071362022e-05,0.00031445220484,-0.010963148391503,3.56711739344341e-05,0.000212987337546,0.011923076923076,xy_gf_v025_XTrav,XTrav,
0.00011043484557600001,2.803674137687609e-05,0.000205759107018,-0.010968182344279001,3.4345642429210446e-05,9.532426144285948e-05,0.012692307692307002,xy_gf_v025_XTrav,XTrav,
9.799776312425722e-05,2.9093805651843833e-05,0.000244664861178,-0.010964484585134,3.7109415736348626e-05,0.00014666709805400002,0.013461538461538,xy_gf_v025_XTrav,XTrav,
8.541634448298864e-05,2.818208082953754e-05,0.00020770120811800002,-0.01095851325694,3.563772342375163e-05,0.000122284863635,0.014230769230769002,xy_gf_v025_XTrav,XTrav,
8.120835036755196e-05,2.5481531316370144e-05,0.00019271370548700002,-0.010966218905361001,3.131723468273422e-05,0.00011150535512000001,0.015000000000000001,xy_gf_v025_XTrav,XTrav,
7.972222880056438e-05,2.797405721936758e-05,0.000163655549181,-0.010969470286409001,3.389970444993661e-05,8.393332038073889e-05,0.01576923076923,xy_gf_v025_XTrav,XTrav,
0.00011994402951400001,2.6688746115987694e-05,0.00023089746279400002,-0.010957219127603,3.46227412865364e-05,0.00011095343328,0.016538461538461002,xy_gf_v025_XTrav,XTrav,
9.587437595194939e-05,2.7395609752957443e-05,0.000223396619058,-0.010961598174976,3.508945780312656e-05,0.00012752224310600001,0.017307692307692,xy_gf_v025_XTrav,XTrav,
0.00011106251423300001,2.441475018043327e-05,0.00022852390345400001,-0.010971505038473,3.2644738828287654e-05,0.00011746138922000001,0.018076923076923,xy_gf_v025_XTrav,XTrav,
0.000131191019276,3.0231322076107293e-05,0.00023443828005000002,-0.010965183216467,3.797034400605283e-05,0.000103247260773,0.018846153846153003,xy_gf_v025_XTrav,XTrav,
0.000131252557153,3.124956784448061e-05,0.00021515784148400002,-0.010969026816645001,3.944575302178e-05,8.390528433123434e-05,0.019615384615384,xy_gf_v025_XTrav,XTrav,
8.713773809656232e-05,2.8831023770428092e-05,0.00021521860154500002,-0.010972276046606002,3.6416962144044786e-05,0.00012808086344900002,0.020384615384615,xy_gf_v025_XTrav,XTrav,
9.529585569127523e-05,2.5803939443913693e-05,0.000244081898457,-0.010968068670197001,3.3462545559561224e-05,0.000148786042766,0.021153846153846002,xy_gf_v025_XTrav,XTrav,
0.00011036954678500001,3.016623836859978e-05,0.000309075170139,-0.010976708676255002,4.094942545685027e-05,0.000198705623354,0.021923076923076,xy_gf_v025_XTrav,XTrav,
0.000148388671065,3.1267703545771646e-05,0.000273476509712,-0.010966695666136,4.012853862934731e-05,0.00012508783864600002,0.022692307692307002,xy_gf_v025_XTrav,XTrav,
9.542369405093551e-05,3.226803575148661e-05,0.000270717101817,-0.010964965610850001,3.941302858744992e-05,0.000175293407766,0.023461538461538003,xy_gf_v025_XTrav,XTrav,
0.00012716846649000002,2.8877814956607896e-05,0.000216474628287,-0.010972852584865,3.7839392716560356e-05,8.930616179728472e-05,0.024230769230769,xy_gf_v025_XTrav,XTrav,
9.200315622230788e-05,2.8408549889177456e-05,0.000213524338015,-0.010971044239191001,3.6382251666526335e-05,0.00012152118179300001,0.025,xy_gf_v025_XTrav,XTrav,
0.000113193863254,3.268011673916981e-05,0.00023851113308400002,-0.010975609406469002,4.1337006791174374e-05,0.00012531726983,0.025769230769230003,xy_gf_v025_XTrav,XTrav,
7.879166757929212e-05,2.66810549015682e-05,0.000179975618923,-0.010972969469059,3.3778952317908214e-05,0.00010118395134400001,0.026538461538461,xy_gf_v025_XTrav,XTrav,
0.00011662790227500001,3.1520890925524554e-05,0.00022221914382200003,-0.010976189792989002,3.9758224470751206e-05,0.00010559124154700001,0.027307692307692002,xy_gf_v025_XTrav,XTrav,
0.00013525388226300002,3.679239114366953e-05,0.00025179745435200004,-0.010966588855787001,4.835857691637135e-05,0.000116543572088,0.028076923076923003,xy_gf_v025_XTrav,XTrav,
6.447832865364572e-05,2.4771492328679344e-05,0.000145537850831,-0.010975233067477,2.9739630425432545e-05,8.105952217827422e-05,0.028846153846153,xy_gf_v025_XTrav,XTrav,
0.00010851784383400001,2.9871755706040364e-05,0.00027153513415,-0.010971823115642002,3.8101862888766665e-05,0.000163017290316,0.029615384615384002,xy_gf_v025_XTrav,XTrav,
